objid,ra,dec,u,g,r,i,z
588848899934127283,229.017668,-0.135584,21.859,22.542,22.051,21.572,21.658
588848899934127285,229.014832,-0.136112,23.532,22.386,22.481,21.959,22.184
588848899934127286,229.016623,-0.135028,24.485,23.019,22.652,22.441,23.329
588848899934127372,229.023944,-0.136614,21.615,20.598,20.208,19.96,19.928
588848899934127373,229.022806,-0.136722,23.208,22.202,21.721,21.6,21.587
588848899934127382,229.024265,-0.078491,23.216,22.29,21.813,21.597,21.835
588848899934127385,229.026677,-0.085883,21.747,19.418,18.286,17.798,17.522
588848899934127386,229.033192,-0.089245,20.529,19.034,18.418,18.181,18.046
588848899934127387,229.026098,-0.084874,22.069,21.047,20.722,20.572,20.564
588848899934127388,229.025584,-0.087184,22.094,21.129,20.761,20.747,20.486
588848899934127389,229.028782,-0.086965,22.21,21.115,20.801,20.753,20.538
588848899934127390,229.030264,-0.086934,22.092,21.304,20.869,20.773,20.64
588848899934127392,229.031099,-0.088978,22.749,22,21.493,21.263,21.038
588848899934127393,229.025849,-0.086608,23.513,22.484,22.082,21.803,22.256
588848899934127394,229.02746,-0.0874,22.707,22.263,21.92,21.732,21.008
588848899934127395,229.033661,-0.088127,24.024,22.659,22.228,21.895,21.863
588848899934127396,229.031815,-0.087518,25.231,23.375,22.489,22.448,22.43
588848899934127425,229.032377,-0.092425,21.664,19.241,18.204,17.81,17.583
588848899934127426,229.032462,-0.091905,22.113,20.719,20.203,20.037,20.458
588848899934127427,229.031571,-0.091049,21.985,20.837,20.453,20.324,20.386
588848899934127428,229.031004,-0.092639,22.304,21.251,20.981,20.77,20.878
588848899934127476,229.034986,-0.124068,21.723,20.566,20.177,20.048,19.986
588848899934127477,229.036152,-0.124848,24.402,22.509,22.004,21.933,21.144
588848899934127490,229.036194,-0.116254,21.604,20.488,20.11,19.98,19.829
588848899934127491,229.037424,-0.116063,21.811,20.599,20.219,20.121,19.99
588848899934127492,229.040343,-0.114585,21.589,20.745,20.375,20.276,20.193
588848899934127493,229.037752,-0.114691,23.673,21.925,21.508,21.522,22.526
588848899934127494,229.038304,-0.114656,23.079,22.088,21.659,21.69,20.981
588848899934127495,229.04227,-0.114244,23.333,21.786,21.514,21.441,20.882
588848899934127496,229.039585,-0.116409,23.38,22.468,21.893,21.837,21.439
588848899934127497,229.039148,-0.11615,22.931,22.129,21.924,21.611,21.963
588848899934127498,229.043764,-0.114096,23.267,22.145,21.864,22.005,22.395
588848899934127499,229.042021,-0.115091,23.448,22.581,22.047,21.887,22.001
588848899934127500,229.040597,-0.113843,24.736,22.946,22.4,22.123,21.554
588848899934127501,229.039047,-0.113274,23.791,22.947,22.573,22.242,21.508
588848899934127521,229.038831,-0.103162,21.781,20.793,20.56,20.391,20.291
588848899934127522,229.0398,-0.102198,22.441,21.616,21.314,20.992,21.009
588848899934127523,229.039235,-0.100971,24.414,23.507,22.538,22.403,21.611
588848899934127525,229.03948,-0.123864,21.669,20.448,19.973,19.797,19.756
588848899934127526,229.038996,-0.122171,21.941,21.029,20.71,20.62,20.59
588848899934127534,229.041331,-0.110756,20.678,19.264,18.653,18.397,18.318
588848899934127535,229.040288,-0.109897,21.629,20.483,19.998,19.85,19.866
588848899934127536,229.042048,-0.109575,22.957,22.308,22.071,21.799,21.592
588848899934127549,229.039977,-0.093197,24.416,22.376,21.846,21.396,20.634
588848899934127556,229.043699,-0.111804,22.13,20.945,20.661,20.449,20.557
588848899934127562,229.044104,-0.106131,21.866,20.81,20.548,20.426,20.221
588848899934127563,229.043402,-0.105063,22.779,21.978,21.601,21.835,21.513
588848899934127564,229.041806,-0.105553,22.944,22.5,22.096,22.003,21.545
588848899934128068,228.98592,-0.099237,22.142,21.299,20.974,20.827,20.985
588848899934128069,228.986459,-0.100131,22.226,21.362,20.969,20.718,20.546
588848899934128075,228.9877,-0.109642,22.143,21.495,21.156,21.155,20.826
588848899934128123,229.005428,-0.080007,22.742,21.279,20.895,20.784,20.567
588848899934128124,229.002797,-0.079748,22.479,21.552,21.211,21.126,21.131
588848899934128125,229.002939,-0.081423,22.197,21.497,21.292,21.077,20.839
588848899934128126,229.004672,-0.079409,23.655,21.966,21.495,21.528,20.963
588848899934128127,229.001194,-0.081788,23.205,22.894,22.528,21.84,21.613
588848899934128128,229.006502,-0.08082,24.164,22.927,22.641,22.359,21.115
588848899934128183,229.018562,-0.083745,24.316,22.456,22.029,22.108,21.946
588848899934128184,229.018619,-0.083111,23.405,22.645,22,21.891,22.319
588848899934128193,229.021781,-0.079599,22.221,21.117,20.756,20.676,20.495
588848899934128200,229.027182,-0.081778,22.619,21.292,20.857,20.963,20.812
588848899934128201,229.027591,-0.081189,22.925,21.937,21.738,21.783,21.29
588848899934128224,229.036851,-0.120433,22.688,21.896,21.532,21.331,21.121
588848899934128225,229.035175,-0.119131,23.485,21.956,21.647,21.512,21.23
588848899934128226,229.036555,-0.121865,23.069,22.259,22.067,21.951,21.739
588848899934128227,229.0347,-0.120113,24.946,23.086,22.626,22.031,21.916
588848899934128228,229.037366,-0.123269,23.883,22.795,22.453,22.163,21.729
588848899934128229,229.035811,-0.119884,25.25,23.236,22.689,22.331,22.354
588848899934128245,229.042774,-0.10766,22.098,21.153,20.833,20.668,20.58
588848899934128676,228.983956,-0.122118,23.243,22.423,21.896,21.769,22.007
588848899934128682,228.984301,-0.110192,22.945,22.21,22.066,21.884,21.414
588848899934128687,228.984451,-0.107885,24.878,22.679,22.291,22.184,22.316
588848899934128700,228.984605,-0.114659,23.623,22.463,21.954,21.6,22.773
588848899934128701,228.983697,-0.11568,23.524,22.482,22.057,21.911,21.095
588848899934128702,228.985675,-0.114668,23.328,22.636,22.038,22.562,21.236
588848899934128705,228.986093,-0.106377,24.942,22.927,22.317,22.729,23.061
588848899934128712,228.987886,-0.10727,25.457,23.04,21.607,20.227,19.544
588848899934128801,229.003695,-0.135937,23.716,22.074,21.74,21.394,21.058
588848899934128836,229.006593,-0.139034,24.122,22.109,21.835,21.51,22.425
588848899934128837,229.005892,-0.138532,25.696,23.225,22.432,22.328,22.864
588848899934128838,229.007867,-0.138953,23.311,23.277,22.534,22.247,22.523
588848899934128840,229.006512,-0.131257,22.888,22.255,21.801,21.54,21.17
588848899934128856,229.010546,-0.080918,22.585,21.269,20.942,20.78,20.698
588848899934128857,229.009964,-0.081825,24.253,22.689,22.155,22.265,21.358
588848899934128874,229.013234,-0.081202,24.453,22.881,22.414,22.141,21.809
588848899934128888,229.015493,-0.080524,23.506,22.359,22.056,21.711,21.762
588848899934128914,229.020081,-0.138471,23.697,22.922,22.511,22.486,21.642
588848899934128932,229.022532,-0.133787,24.413,22.936,23.016,22.429,21.847
588848899934128953,229.026092,-0.0803,23.998,22.917,22.31,21.951,21.35
588848899934128956,229.026501,-0.131563,23.719,22.759,22.33,22.131,22.056
588848899934129012,229.036022,-0.094437,25.332,23.227,23.099,22.345,21.8
588848899934129025,229.037847,-0.095162,23.862,22.581,21.913,22.16,21.068
588848899934129026,229.037908,-0.092041,22.82,22.206,21.674,21.649,21.814
588848899934129065,229.041771,-0.102627,23.162,22.835,22.243,22.048,21.511
588848899934129075,229.043945,-0.103158,23.236,22.979,22.545,22.646,22.171
588848899934129413,228.992452,-0.122336,25.42,23.679,22.718,22.971,21.426
588848899934126208,228.970512,-0.099407,18.764,17.678,17.872,18.049,18.165
588848899934126209,228.967459,-0.102168,21.379,20.327,19.725,19.553,19.281
588848899934126211,228.969819,-0.101426,21.92,20.479,20.105,19.988,19.909
588848899934126214,228.971405,-0.100379,22.484,21.543,21.243,21.057,21.003
588848899934126229,228.975611,-0.133779,22.707,21.603,21.227,21.194,20.914
588848899934126231,228.976206,-0.134849,23.672,22.741,22.193,22.116,22.374
588848899934126234,228.978299,-0.115287,19.313,17.724,17.026,16.721,16.559
588848899934126237,228.979111,-0.086591,19.424,17.96,17.39,17.196,17.083
588848899934126238,228.977373,-0.087933,23.794,22.468,21.809,21.749,21.699
588848899934126244,228.978411,-0.102249,21.777,20.703,20.316,20.108,20.149
588848899934126245,228.976124,-0.102288,21.645,20.816,20.455,20.426,20.325
588848899934126246,228.979045,-0.102077,21.941,21.084,20.789,20.699,20.977
588848899934126247,228.98117,-0.101417,22.357,21.513,21.124,20.981,20.795
588848899934126250,228.979726,-0.106685,23.215,21.785,21.507,21.229,20.987
588848899934126251,228.976889,-0.101611,22.863,22.133,21.668,21.524,21.074
588848899934126252,228.980986,-0.101959,24.737,22.335,21.875,21.618,20.524
588848899934126253,228.979773,-0.103942,24.294,23.877,22.047,21.596,21.271
588848899934126257,228.976159,-0.101074,23.303,22.735,22.423,22.058,21.336
588848899934126258,228.975282,-0.102771,23.372,23.91,22.673,22.461,21.911
588848899934126259,228.978316,-0.1034,23.6,23.37,23.042,22.599,22.399
588848899934126263,228.987768,-0.14491,22.462,21.09,20.728,20.69,20.539
588848899934126316,228.997126,-0.137938,20.105,17.58,16.238,15.543,15.118
588848899934126317,228.997373,-0.141209,20.434,18.617,17.884,17.607,17.464
588848899934126320,229.000143,-0.138262,21.553,20.587,20.245,20.132,20.064
588848899934126321,229.002254,-0.143237,21.535,20.546,20.274,20.303,20.236
588848899934126322,229.003022,-0.141283,21.912,20.774,20.461,20.306,20.276
588848899934126324,229.000573,-0.14266,21.933,21.047,20.72,20.555,20.361
588848899934126325,228.996239,-0.136774,22.504,21.488,21.433,21.397,20.8
588848899934126326,228.994908,-0.138632,22.526,21.535,21.184,21.069,21.204
588848899934126328,228.998267,-0.138698,22.565,22.25,22.272,21.859,21.355
588848899934126331,228.99915,-0.141692,22.616,21.742,21.453,21.212,21.093
588848899934126332,229.001363,-0.139757,23.638,22.002,21.556,21.357,21.533
588848899934126333,228.995594,-0.141015,23.501,22.31,21.804,21.76,21.345
588848899934126335,229.002144,-0.139686,23.762,24.151,22.547,22.06,21.354
588848899934126337,229.000732,-0.143592,25.5,23.226,22.613,22.453,22.626
588848899934126342,229.001165,-0.14977,18.203,16.812,16.262,16.026,15.917
588848899934126343,228.997984,-0.149888,19.036,17.199,16.439,16.101,15.922
588848899934126344,229.001324,-0.146724,20.757,18.422,17.342,16.927,16.701
588848899934126345,229.00221,-0.152065,20.687,19.557,18.969,18.732,18.576
588848899934126346,228.993368,-0.145272,21.649,20.437,19.933,19.756,19.67
588848899934126347,229.00502,-0.14816,21.763,20.49,20.071,19.964,19.842
588848899934126348,228.991747,-0.145222,22.055,21.024,20.723,20.59,20.584
588848899934126351,229.005109,-0.145453,22.059,21.135,20.721,20.605,20.562
588848899934126352,228.997949,-0.145431,22.101,21.168,20.794,20.761,20.548
588848899934126355,228.99619,-0.145113,22.363,21.27,20.903,20.769,20.854
588848899934126356,228.99436,-0.145767,22.782,21.522,21.104,20.942,20.615
588848899934126357,228.995094,-0.143752,22.752,21.61,21.205,21.069,21.185
588848899934126358,229.003178,-0.146071,22.349,21.606,21.241,21.206,21.085
588848899934126359,228.999933,-0.14602,22.275,21.654,21.362,21.239,20.631
588848899934126361,229.003423,-0.149693,24.258,22.978,21.836,21.126,20.77
588848899934126364,229.004596,-0.146401,24.09,22.861,22.124,21.765,21.882
588848899934126365,228.99514,-0.14656,24.185,22.325,22.082,21.883,21.327
588848899934126366,229.004504,-0.144394,23.294,22.3,21.919,21.76,21.526
588848899934126495,229.022504,-0.066081,15.047,15.237,14.802,13.131,13.095
588848899934126496,229.026357,-0.073473,21.803,20.912,20.51,20.399,20.379
588848899934126497,229.019599,-0.070345,21.86,20.898,20.597,20.406,20.545
588848899934126498,229.024376,-0.073445,21.988,21.11,20.806,20.629,21.552
588848899934126500,229.024225,-0.07401,22.532,21.177,20.786,20.726,20.569
588848899934126505,229.019439,-0.071315,23.132,22.522,21.681,21.393,21.457
588848899934126506,229.025304,-0.071821,24.253,22.407,21.959,22.101,21.649
588848899934126511,229.019137,-0.063918,24.19,23.383,23.941,22.984,21.866
588848899934126515,229.01881,-0.068993,25.351,23.083,22.774,22.03,22.101
588848899934126611,229.036092,-0.134229,18.672,16.458,15.577,15.199,14.977
588848899934126613,229.038789,-0.134463,21.24,20.002,19.412,19.119,19.145
588848899934126614,229.041401,-0.132787,21.187,19.912,19.36,19.123,18.965
588848899934126618,229.033448,-0.132791,22.157,20.875,20.374,20.149,19.997
588848899934126622,229.035865,-0.132213,21.924,20.933,20.562,20.439,20.32
588848899934126623,229.034619,-0.136865,22.022,21.113,20.786,20.565,20.7
588848899934126624,229.038352,-0.135762,21.779,20.821,20.491,20.338,20.173
588848899934126625,229.034988,-0.137512,22.463,21.096,20.838,20.715,20.833
588848899934126627,229.042075,-0.133877,22.196,21.028,20.645,20.555,20.38
588848899934126629,229.036336,-0.135179,22.961,21.341,20.257,20.119,22.837
588848899934126631,229.039311,-0.133913,22.583,21.256,20.985,20.85,20.607
588848899934126634,229.031974,-0.135958,22.641,21.422,21.093,21.067,20.585
588848899934126639,229.044249,-0.097135,21.93,20.094,19.263,18.963,18.791
588848899934126640,229.043756,-0.097388,22.061,20.876,20.594,20.358,20.37
588848899934126645,229.044024,-0.098809,23.68,22.553,22.113,21.882,21.309
588848899934126648,229.044797,-0.095669,24.238,23.22,22.448,22.433,21.796
588848899934126662,229.045203,-0.129314,18.665,17.431,17.553,17.676,17.753
588848899934126663,229.047748,-0.128366,21.849,21.075,20.812,20.619,20.636
588848899934126664,229.045919,-0.126227,22.39,21.247,20.916,20.849,20.905
588848899934126671,229.042415,-0.141281,22.36,21.243,20.954,20.871,20.8
588848899934126672,229.04304,-0.14195,22.777,21.633,21.285,21.168,21.177
588848899934126677,229.051286,-0.118475,18.859,17.613,17.315,17.184,17.162
588848899934126678,229.05335,-0.119418,21.747,20.726,20.338,20.228,20.171
588848899934126680,229.054511,-0.120902,22.075,20.929,20.614,20.444,20.4
588848899934126681,229.051278,-0.11958,22.375,21.358,21.085,20.98,21.06
588848899934126685,229.05213,-0.090285,18.672,17.495,17.015,16.845,16.787
588848899934126885,228.968781,-0.114385,22.375,21.139,20.794,20.728,20.595
588848899934126889,228.971899,-0.122977,20.869,19.532,18.955,18.705,18.571
588848899934126890,228.970067,-0.122651,21.669,20.688,20.322,20.282,20.068
588848899934126892,228.970295,-0.123754,22.745,22.084,21.657,21.472,21.474
588848899934126893,228.970994,-0.126003,22.675,21.884,21.705,21.441,21.349
588848899934126894,228.973117,-0.121789,23.908,22.415,22.021,21.893,21.802
588848899934126945,228.978009,-0.096146,21.729,20.488,20.063,19.872,19.938
588848899934126946,228.977596,-0.098134,22.486,21.566,21.11,21.027,20.821
588848899934126947,228.977809,-0.096882,24.226,22.385,21.99,22.004,21.72
588848899934126949,228.97849,-0.124294,22.481,19.752,18.628,18.219,17.926
588848899934126950,228.978436,-0.119168,21.857,20.974,20.586,20.555,20.512
588848899934126951,228.978453,-0.122526,21.999,20.984,20.698,20.566,20.817
588848899934126952,228.976224,-0.12031,25.476,23.039,21.397,20.308,19.787
588848899934126954,228.981077,-0.118785,22.393,21.253,21.211,20.827,21.079
588848899934126955,228.982215,-0.118739,23.057,21.575,21.354,21.13,20.565
588848899934126957,228.97966,-0.118947,22.681,21.845,21.499,21.414,21.423
588848899934126958,228.980352,-0.120359,23.752,22.715,22.282,22.184,21.431
588848899934126959,228.978773,-0.120964,22.504,22.867,22.157,21.997,21.48
588848899934126960,228.98115,-0.120856,24.159,22.962,22.419,22.343,21.766
588848899934126961,228.977282,-0.121962,23.788,24.391,22.524,22.513,22.935
588848899934126968,228.980395,-0.133646,21.909,20.913,20.611,20.513,20.328
588848899934126969,228.981993,-0.133526,22.286,21.609,21.097,20.996,21.668
588848899934126970,228.980243,-0.134805,22.256,21.66,21.4,21.29,21.105
588848899934126971,228.980374,-0.095491,21.921,20.866,20.484,20.275,20.144
588848899934126972,228.980661,-0.108991,21.382,20.454,20.022,19.803,19.736
588848899934126987,228.985523,-0.08701,21.589,20.425,19.964,19.767,19.706
588848899934126988,228.981651,-0.093613,21.706,20.605,20.361,20.257,20.269
588848899934126989,228.988473,-0.087315,21.923,20.703,20.37,20.188,20.291
588848899934126992,228.987745,-0.087092,24.794,23.689,22.067,20.362,19.509
588848899934126996,228.988097,-0.083408,22.536,21.587,21.317,21.185,20.915
588848899934126997,228.981106,-0.09054,22.971,21.836,21.292,21.144,20.845
588848899934127000,228.981425,-0.091976,24.997,22.942,21.737,21.355,21.679
588848899934127006,228.987424,-0.08702,23.98,22.955,23.018,22.858,22.179
588848899934127016,228.98537,-0.144971,21.581,20.477,20.006,19.858,19.732
588848899934127044,228.987077,-0.127491,21.606,20.454,20.009,19.727,20.026
588848899934127053,228.987788,-0.13185,21.604,20.484,20.098,19.913,19.858
588848899934127085,228.99251,-0.081064,20.412,18.933,18.328,18.076,17.902
588848899934127086,228.991482,-0.080249,23.582,22.807,22.273,22.048,22.124
588848899934127111,228.994212,-0.070261,21.256,20.202,19.839,19.711,19.624
588848899934127112,228.992364,-0.070562,23.905,23.059,22.52,22.113,21.725
588848899934127120,228.996198,-0.077141,22.745,21.534,21.153,21.025,20.572
588848899934127121,228.996481,-0.078698,24.072,22.429,21.94,21.53,21.632
588848899934127221,229.004735,-0.073145,21.182,20.152,19.712,19.579,19.488
588848899934127222,229.005871,-0.07396,23.088,21.501,21.11,21.02,21.379
588848899934127223,229.005834,-0.075726,24.274,22.04,21.67,21.499,21.024
588848899934127224,229.004894,-0.07233,24.065,22.332,21.931,21.733,21.358
588848899934127227,229.00742,-0.150952,21.868,20.688,20.319,20.185,20.049
588848899934127228,229.008705,-0.151169,21.864,20.886,20.579,20.462,20.133
588848899934127229,229.008515,-0.149132,23.129,21.945,21.538,21.455,20.932
588848899934127230,229.007913,-0.151777,25.581,24.881,23.52,22.347,23.085
588848899934127239,229.007785,-0.142421,21.47,20.428,20.073,19.86,19.725
588848899934127241,229.010529,-0.069744,21.642,20.605,20.255,20.106,19.997
588848899934127252,229.011157,-0.149305,21.367,20.4,19.998,19.843,19.856
588848899934127253,229.010878,-0.148239,22.153,21.315,20.93,20.758,20.707
588848899934127254,229.011605,-0.150729,22.266,21.286,20.943,20.895,20.853
588848899934127255,229.01308,-0.153524,23.123,21.766,21.272,21.079,20.794
588848899934127256,229.012268,-0.152411,23.232,22.243,21.809,21.912,22.592
588848899934127257,229.011298,-0.152483,23.75,22.353,21.86,21.594,22.085
588848899934127262,229.012115,-0.072959,21.2,20.215,19.849,19.664,19.635
588848899934127263,229.012905,-0.073589,22.484,21.253,21.017,20.741,20.545
588848899934127268,229.014867,-0.145286,21.741,20.724,20.406,20.299,20.277
588848899934127269,229.013176,-0.145429,21.513,20.688,20.293,20.151,20.17
588848899934127271,229.012271,-0.144189,22.666,21.977,21.426,21.131,22.019
588848899934127272,229.01441,-0.147605,22.338,21.993,21.584,21.388,20.913
588848899934127273,229.01576,-0.146466,24.566,22.903,22.19,23.076,22.354
588848899934127274,229.013308,-0.147343,23.558,22.463,22.055,21.86,21.468
588848899934127311,229.015584,-0.072999,22.042,20.865,20.478,20.273,20.38
588848899934127314,229.01392,-0.071904,23.007,22.226,21.687,21.541,21.408
588848899934127316,229.014948,-0.071967,23.52,22.438,22.242,22.08,21.579
588848899934127335,229.018192,-0.153077,20.517,19.061,18.461,18.173,18.068
588848899934127339,229.021264,-0.152385,22.729,22.068,21.726,21.561,21.001
588848899934127340,229.019489,-0.15194,23.256,22.606,22.149,21.79,21.673
588848899934127381,229.025035,-0.077118,21.793,20.593,20.182,20.065,19.859
588848899934127397,229.027329,-0.076855,21.641,20.677,20.296,20.142,20.024
588848899934127417,229.031814,-0.145755,21.584,20.718,20.35,20.282,20.442
588848899934127418,229.029402,-0.146679,21.885,20.944,20.559,20.391,20.539
588848899934127419,229.031,-0.147081,22.3,21.413,20.875,20.785,20.924
588848899934127420,229.029674,-0.071792,20.212,19.007,19.015,19.052,19.22
588848899934127444,229.034484,-0.141662,20.432,19.112,18.525,18.278,18.168
588848899934127445,229.033269,-0.13936,20.357,19.121,19.157,19.218,19.262
588848899934127446,229.035233,-0.146962,21.595,20.646,20.283,20.202,20.23
588848899934127448,229.036495,-0.145155,22.032,20.983,20.61,20.398,20.248
588848899934127449,229.035065,-0.140675,22.094,21.142,20.868,20.756,20.63
588848899934127450,229.026493,-0.138523,22.339,21.282,20.969,20.823,20.822
588848899934127451,229.027903,-0.138747,22.143,21.249,20.936,20.758,20.941
588848899934127454,229.030048,-0.14099,22.151,21.466,21.127,21.087,21.119
588848899934127455,229.03526,-0.144195,23.171,21.556,21.193,21.128,21.132
588848899934127456,229.029939,-0.139117,22.821,21.723,21.287,21.169,21.064
588848899934127457,229.033984,-0.14341,23.763,22.132,21.804,21.732,21.038
588848899934127460,229.026095,-0.13778,23.369,22.587,22.502,22.195,22.746
588848899934127461,229.027591,-0.139647,25.962,22.872,22.127,22.391,21.18
588848899934127462,229.033306,-0.140936,23.954,22.741,22.301,21.989,22.196
588848899934127463,229.025212,-0.138188,23.226,22.751,22.636,22.204,21.754
588848899934127464,229.026443,-0.140226,24.587,23.047,22.441,22.205,22.163
588848899934127465,229.036821,-0.144483,25.164,23.938,23.359,22.35,22.981
588848899934127528,229.039472,-0.083011,21.774,20.68,20.261,20.067,20.061
588848899934127529,229.040182,-0.082468,21.858,20.934,20.588,20.438,20.352
588848899934127530,229.039386,-0.081091,22.233,21.071,20.7,20.656,20.671
588848899934127531,229.038151,-0.081924,22.038,21.189,20.885,20.692,20.8
588848899934127532,229.039934,-0.084137,22.907,21.851,21.36,21.37,21.277
588848899934127542,229.041489,-0.127248,22.138,20.978,20.625,20.445,20.322
588848899934127543,229.042159,-0.126712,22.484,21.575,21.271,21.195,21.071
588848899934127544,229.041237,-0.127844,23.788,22.708,22.358,21.97,21.792
588848899934127545,229.04123,-0.128639,22.894,22.418,21.978,21.671,22.124
588848899934127548,229.04191,-0.091146,22.612,21.64,21.235,21.024,21.235
588848899934127554,229.043718,-0.125681,21.61,20.441,19.955,19.801,19.819
588848899934127566,229.044675,-0.138294,22.081,21.169,20.791,20.709,20.516
588848899934127567,229.044529,-0.139169,22.264,21.421,21.067,20.909,20.984
588848899934127574,229.045868,-0.107677,21.778,20.857,20.56,20.376,20.27
588848899934127575,229.046919,-0.109379,22.455,21.811,21.455,21.251,20.952
588848899934127576,229.046295,-0.108212,24.044,22.211,21.541,21.413,21.892
588848899934127579,229.046274,-0.12358,21.975,21.026,20.663,20.502,20.452
588848899934127580,229.045504,-0.124144,22.934,21.951,21.135,20.99,20.345
588848899934127581,229.047502,-0.122412,22.915,21.524,21.239,21.091,21.044
588848899934127592,229.046962,-0.078017,21.326,20.226,19.724,19.569,19.355
588848899934127594,229.047049,-0.111631,21.321,20.159,19.598,19.341,19.282
588848899934127595,229.049628,-0.112519,23.614,23.057,21.585,20.093,19.479
588848899934127597,229.048691,-0.108695,23.779,22.139,21.597,21.511,21.055
588848899934127598,229.049166,-0.11164,23.928,22.982,22.304,21.986,21.258
588848899934127599,229.049558,-0.109701,23.857,22.762,22.26,22.19,22.265
588848899934127600,229.047487,-0.112773,24.328,23.004,23.546,22.483,21.989
588848899934127603,229.047872,-0.114822,21.88,20.804,20.476,20.344,20.405
588848899934127610,229.047874,-0.137576,22.78,21.717,21.278,21.142,21.188
588848899934127612,229.046879,-0.137368,24.407,23.491,22.633,22.15,22.096
588848899934127619,229.0495,-0.080936,21.523,20.461,19.974,19.747,19.758
588848899934127628,229.049651,-0.133263,22.234,19.377,17.906,17.037,16.532
588848899934127648,229.051544,-0.129166,21.519,20.558,20.199,20.059,20.007
588848899934127649,229.050333,-0.130603,24.505,22.603,22.253,21.676,21.779
588848899934127650,229.051452,-0.130688,23.83,22.789,22.286,22.077,22.211
588848899934127657,229.054951,-0.108159,23.825,22.637,21.197,19.404,18.39
588848899934127658,229.056379,-0.108214,21.788,20.638,20.28,20.129,20.063
588848899934127659,229.05343,-0.107427,21.83,20.731,20.374,20.245,20.219
588848899934127660,229.051165,-0.106409,22.127,21.182,20.749,20.671,20.375
588848899934127661,229.057644,-0.107401,22.329,21.351,20.886,20.845,20.679
588848899934127662,229.051777,-0.107763,22.275,21.361,21.025,20.929,20.772
588848899934127663,229.053401,-0.108777,24.045,22.12,21.582,21.305,21.697
